"city, state_name",utm easting,utm northing,zone number,zone letter,population,density
"Buckland, Ohio",731766.5407080603,4500573.150175019,16,T,222,285
"Uniopolis, Ohio",746572.0055015575,4498704.082631489,16,T,222,322
"Fort Seneca, Ohio",318225.95132630656,4563691.638556136,17,T,222,136
"Bryce Canyon City, Utah",397828.91797447065,4171098.204963462,12,S,222,25
"Dudley, Missouri",759511.7820033925,4075489.893007135,15,S,222,220
"De Kalb, Missouri",334814.3416586551,4383831.616039154,15,S,222,336
"Greenwald, Minnesota",354992.50858856796,5051443.294687184,15,T,222,120
"Winger, Minnesota",275253.50862990186,5269231.3043955,15,T,222,190
"Maalaea, Hawaii",761282.8790896704,2302567.3217610684,4,Q,221,16
"Campbellton, Florida",652595.1351906704,3425210.3537480463,16,R,221,32
"Asbury, New Jersey",498977.77599633875,4505488.456652558,18,T,221,123
"Heflin, Louisiana",474783.9563612817,3591068.7857127027,15,S,221,44
"Peoria, Colorado",573287.0863780462,4390914.274037315,13,S,221,6
"Forbestown, California",648778.6121641105,4377024.703377341,10,S,221,13
"Smithfield, Illinois",729297.2749456416,4483927.855817853,15,T,221,183
"Lake Ka-Ho, Illinois",262509.0424242201,4331453.829733094,16,S,221,300
"Andersonville, Georgia",769094.3500013318,3565801.1123122107,16,S,221,61
"White Hills, Arizona",735134.7319255087,3956474.7209573155,11,S,221,1
"Hills and Dales, Ohio",462571.0694823277,4519891.720334582,17,T,221,274
"North Star, Ohio",706534.6305434885,4466588.626600046,16,T,221,166
"North Lawrence, Ohio",446493.09099691507,4521378.320356713,17,T,221,252
"Berger, Missouri",644486.770668027,4281665.68888642,15,S,221,271
"Lismore, Minnesota",262648.2696747893,4848230.872484896,15,T,221,244
"Ruthton, Minnesota",731533.4460446183,4895679.017745437,14,T,221,147
"Rutledge, Minnesota",510050.32320117764,5122610.862201833,15,T,221,28
"Wedgewood, Michigan",620652.784107659,4894495.300193081,16,T,221,136
"Burdett, Kansas",453905.03364116856,4227415.530616855,14,S,221,328
"Skykomish, Washington",623138.1742898194,5285418.325543881,10,T,220,270
"Highland Park, Florida",444691.3889109701,3081975.817203148,17,R,220,155
"Navarro, Texas",747263.5240991764,3543507.4897622466,14,S,220,127
"Moore Station, Texas",257679.89491230328,3564448.3655433184,15,S,220,67
"Caney City, Texas",779192.4986785753,3567517.371294292,14,S,220,73
"Aleknagik, Alaska",517680.5858051516,6572897.823941129,4,V,220,3
"Askewville, North Carolina",325280.79635812796,3998071.3993872427,18,S,220,143
"Lynch, Nebraska",543554.4214088509,4742230.031929544,14,T,220,159
"Clatonia, Nebraska",682176.4414130326,4481631.7499678265,14,T,220,306
"Bransford, Tennessee",563994.6883725994,4041120.865855946,16,S,220,21
"Detroit, Alabama",392188.0269016926,3765808.919091702,16,S,220,64
"Fredonia, Alabama",659663.7168033244,3651042.4815813596,16,S,220,7
"McCook, Illinois",430127.97181532887,4627457.422498007,16,T,220,32
"Clear Lake, Illinois",280198.1749291674,4410279.467331771,16,S,220,923
"Jewett, Illinois",392671.4933301161,4340561.750352881,16,S,220,84
"Ragsdale, Indiana",471835.7925517764,4288718.077433316,16,S,220,38
"Goose Lake, Iowa",716967.0612736605,4649517.583917899,15,T,220,269
"Lineville, Iowa",455724.4723819444,4493043.313526484,15,T,220,94
"Hanlontown, Iowa",469257.529915761,4792078.721856576,15,T,220,87
"West Amana, Iowa",585957.0733453105,4628998.736887028,15,T,220,312
"Gratiot, Ohio",396068.0263750365,4423082.887097388,17,S,220,631
"Garden, Utah",464092.92722405045,4637276.224527429,12,T,220,3
"Hanksville, Utah",525000.0202981243,4247173.647543414,12,S,220,50
"Climax Springs, Missouri",495370.6281371921,4216956.020210008,15,S,220,105
"Meta, Missouri",572938.1892028503,4240795.5052843215,15,S,220,245
"Inger, Minnesota",426319.6165242758,5267640.404017723,15,T,220,45
"Bath, South Dakota",552873.754216753,5035297.21512902,14,T,220,291
"Mineral, Washington",562215.6962379032,5174293.496075968,10,T,219,127
"Rachel, West Virginia",560193.527458647,4374795.907188048,17,S,219,247
"Plainfield, New Hampshire",713828.9300734831,4823564.425849292,18,T,219,146
"Ute Park, New Mexico",490709.7473778866,4044593.260641046,13,S,219,24
"Fisher, Louisiana",456341.62107902084,3484376.639140154,15,R,219,137
"Calvin, Louisiana",521185.71040775976,3536212.3818999305,15,R,219,36
"Thedford, Nebraska",369542.25697808096,4648632.760759606,14,T,219,351
"Sumner, Nebraska",457235.0106807145,4533219.879825104,14,T,219,286
"Bladen, Nebraska",534322.178904838,4463719.664247379,14,T,219,235
"Landisburg, Pennsylvania",304140.28236178006,4468380.265045085,18,T,219,1215
"Dillon Beach, California",503850.2688827747,4232844.423016566,10,S,219,28
"Delta, Alabama",623189.5937592363,3701628.598679928,16,S,219,10
"Gorham, Illinois",281132.346561879,4177107.832746341,16,S,219,69
"Sweetwater, Idaho",515575.8805443365,5134911.614609787,11,T,219,70
"Deseret, Utah",357596.37798439665,4349992.179226426,12,S,219,27
"Houstonia, Missouri",468834.8154304337,4305663.272593453,15,S,219,427
"Preston, Missouri",481310.5462077415,4199290.209875164,15,S,219,112
"Wahkon, Minnesota",459645.079431015,5107579.703488364,15,T,219,88
"Gilman, Minnesota",426221.6601830661,5065075.440617353,15,T,219,173
"Gibson Flats, Montana",481686.6817005826,5256868.597257985,12,T,219,28
"Stuckey, South Carolina",637738.0978461342,3733456.0349084786,17,S,219,90
"Douglassville, Texas",373980.22347375215,3673353.138608382,15,S,218,13
"Iglesia Antigua, Texas",616601.4322254658,2884500.0407650904,14,R,218,39
"Gainesville, New York",734899.0714279818,4724985.609903457,17,T,218,98
"Clarksville, Pennsylvania",581634.8890858903,4425364.537106166,17,S,218,865
"Surry, Virginia",337165.9100511269,4111654.571646161,18,S,218,101
"Rollinsville, Colorado",456110.0777791122,4419359.472320836,13,S,218,59
"Swall Meadows, California",354817.0819055055,4152285.3643086855,11,S,218,18
"Abanda, Alabama",637622.4294758342,3662519.7979694405,16,S,218,28
"Wabbaseka, Arkansas",611032.3975650107,3802633.7628675993,15,S,218,244
"Fieldon, Illinois",716196.2052276678,4331827.126183999,15,S,218,415
"Merom, Indiana",450923.72931607364,4323144.052273664,16,S,218,236
"Stinesville, Indiana",530196.0409274477,4350116.1165497685,16,S,218,719
"Jamaica, Iowa",391494.36967038986,4633414.885428991,15,T,218,184
"Hornick, Iowa",739551.7670882656,4679449.439287902,14,T,218,332
"Wet Camp Village, Arizona",416021.3101129597,3667312.4204514283,12,S,218,19
"Tumacacori-Carmen, Arizona",495549.831950503,3493562.9333659546,12,R,218,42
"Donnelly, Idaho",572930.1594580632,4953969.9981559105,11,T,218,115
"Belle Valley, Ohio",452359.7280995303,4404464.549345602,17,S,218,206
"Connorville, Ohio",524037.3100176666,4449305.714805544,17,T,218,201
"Valley Hi, Ohio",272629.75092374877,4466301.0081634065,17,T,218,136
"Bates City, Missouri",407706.8378079509,4317838.499886548,15,S,218,77
"Posen, Michigan",288258.7879174405,5015633.039499873,17,T,218,84
"Olsburg, Kansas",705288.7069972911,4367421.706583406,14,S,218,454
"Rollins, Montana",709608.1684611032,5310173.182579904,11,T,218,29
"Furman, South Carolina",482403.04835127346,3615961.211604209,17,S,218,26
"Oakland, Kentucky",566638.3897016182,4100315.5359301236,16,S,218,60
"Cusick, Washington",478180.9232424373,5353388.090343342,11,U,217,162
"Caroline, Wisconsin",349940.07826431456,4953815.195801537,16,T,217,70
"San Jose, New Mexico",456783.16034565336,3917007.9042579276,13,S,217,315
"Pointe a la Hache, Louisiana",230604.76396609994,3274777.495554811,16,R,217,47
"Zap, North Dakota",278945.2829056572,5240947.652727703,14,T,217,82
"Russell, Arkansas",635359.2802474167,3914218.4531783364,15,S,217,403
"Cushing, Iowa",280018.3063625316,4704875.9548456,15,T,217,260
"Kenefic, Oklahoma",743013.394129755,3781938.156824087,14,S,217,85
"Jet, Oklahoma",573153.4889919844,4058178.1535856584,14,S,217,268
"Lakeline, Ohio",462176.05696404865,4612082.802834279,17,T,217,955
"Stotts City, Missouri",415735.5567579456,4106586.146250875,15,S,217,163
"Mendota, Minnesota",487309.6649880719,4970487.9764565285,15,T,217,327
"Tustin, Michigan",623347.2295957804,4884234.258239769,16,T,217,216
"Munjor, Kansas",476783.19162185595,4295604.312921848,14,S,217,36
"West Havre, Montana",593662.9443318646,5377888.5538985655,12,U,217,44
"Water Valley, Kentucky",338031.4474157627,4048553.194286714,16,S,217,156
"Black Butte Ranch, Oregon",606881.6230306923,4912477.713901058,10,T,217,10
"Delmont, South Dakota",568235.3336099798,4790764.1323381895,14,T,217,109
"Ardencroft, Delaware",458380.57271361956,4406294.132869207,18,S,216,952
"Rockdale, Wisconsin",334312.83002136525,4759675.064829845,16,T,216,296
"Mount Hope, Wisconsin",674549.1213779231,4759672.850889638,15,T,216,301
"Cable, Wisconsin",631672.880319956,5117829.383126606,15,T,216,79
"Union, New Hampshire",336418.24172424164,4817352.155210653,19,T,216,268
"Seven Devils, North Carolina",427007.7886078956,4000813.105606266,17,S,216,36
"Smyrna, New York",453403.2790936688,4726203.345470197,18,T,216,341
"Calpine, California",719295.1444971839,4393511.616689215,10,S,216,117
"Volta, California",684557.9986051247,4106596.3665600577,10,S,216,19
"Wellington, Illinois",442424.41198998014,4488038.89156591,16,T,216,351
"Riley, Indiana",474148.3284944153,4360066.438685802,16,S,216,930
"Shamrock Lakes, Indiana",633540.0287417644,4474642.721361133,16,T,216,316
"Cleghorn, Iowa",278214.71186926134,4743563.0686022155,15,T,216,370
"So-Hi, Arizona",760065.5977736829,3904813.219973877,11,S,216,95
"Harrison, Idaho",514823.31711897213,5257125.456358444,11,T,216,23
"Mashantucket, Connecticut",251582.17832520968,4594595.018081328,19,T,216,32
"Bloomington, Maryland",665401.0574558817,4371743.530168143,17,S,216,134
"Jesterville, Maryland",421923.1679206696,4238335.579537502,18,S,216,52
"Trinway, Ohio",413797.3777332187,4443520.379158523,17,T,216,297
"Hollansburg, Ohio",688426.5072522317,4429935.415446084,16,S,216,689
"Ludlow Falls, Ohio",727145.7325288088,4430937.788017752,16,S,216,467
"Scotsdale, Missouri",710414.3516695169,4252024.757545236,15,S,216,143
"Currie, Minnesota",286442.0420802602,4883150.158872817,15,T,216,151
"Ford, Kansas",433492.63448807667,4165763.4481523903,14,S,216,197
"Virginia City, Montana",426539.42572401336,5016282.229585086,12,T,216,87
"Hecla, South Dakota",565801.7376365942,5081308.835851338,14,T,216,242
"Wilson Creek, Washington",340286.5732338078,5254357.245516707,11,T,215,85
"Weyerhaeuser, Wisconsin",624033.961368019,5031398.011447785,15,T,215,88
"Melvin Village, New Hampshire",314371.97877082496,4839954.118275648,19,T,215,92
"Torreon, New Mexico",300066.52676866035,3963269.975086588,13,S,215,5
"Hebron, Texas",698018.3722758128,3658130.260176805,14,S,215,134
"Old Harbor, Alaska",480359.9072733191,6341577.496987643,5,V,215,5
"Three Mile Bay, New York",404060.9978541661,4881778.43822033,18,T,215,336
"Yorktown, Virginia",365648.84142097144,4122039.0307030506,18,S,215,131
"Hornbrook, California",536525.4658831042,4639644.312323458,10,T,215,71
"Waukena, California",274056.8215737218,4001964.824924732,11,S,215,88
"McIntosh, Alabama",402092.70136220986,3459416.165833371,16,R,215,83
"Gantt, Alabama",549030.177049739,3475068.029772034,16,R,215,127
"Oden, Arkansas",427928.3542675926,3831351.1105217384,15,S,215,101
"Williamson, Illinois",260563.41502055165,4319002.878314288,16,S,215,54
"Avalon, Georgia",298324.4642995037,3820087.206745558,17,S,215,46
"Grand River, Iowa",418754.77761636995,4519111.173861054,15,T,215,399
"Rockford, Idaho",375625.825217207,4782962.61035752,12,T,215,74
"Jenera, Ohio",270286.1573260275,4531181.486071794,17,T,215,307
"Roswell, Ohio",470502.039522478,4480637.791717594,17,T,215,316
"Asbury, Missouri",357682.6590033511,4126354.271553419,15,S,215,227
"Gasconade, Missouri",625280.5282096154,4281163.237224489,15,S,215,409
"Mahnomen, Minnesota",534982.0934221521,5180051.960839096,15,T,215,65
"Paxico, Kansas",745097.0856062643,4328243.251635533,14,S,215,573
"Livingston, Kentucky",746791.9482457517,4131566.5605143025,16,S,215,265
"South Shore, South Dakota",662859.0012501806,4996321.359288689,14,T,215,59
"Elderon, Wisconsin",322159.295350599,4961447.598253473,16,T,214,73
"Sheldon, Wisconsin",660166.8526832898,5019630.350017603,15,T,214,124
"Hambleton, West Virginia",617173.7519420952,4326671.963196504,17,S,214,600
"Bonanza Mountain Estates, Colorado",459039.01339969516,4425292.417779696,13,S,214,490
"Beckwourth, California",721488.9652509768,4414149.962336264,10,S,214,7
"Coffee Springs, Alabama",603860.7474914212,3448554.693585396,16,R,214,105
"New Burnside, Illinois",343477.67434246046,4160538.339262559,16,S,214,79
"Long Point, Illinois",340804.7115031146,4541082.364598332,16,T,214,446
"Meansville, Georgia",751340.9474935599,3660139.96910861,16,S,214,164
"Thurman, Iowa",268181.5363143453,4522434.411601413,15,T,214,148
"Florida, Ohio",734307.0664393869,4578473.339369658,16,T,214,367
"Dennison, Minnesota",497587.46630429424,4917279.433945665,15,T,214,65
"Finland, Minnesota",630579.4910232449,5254959.5022710115,15,T,214,15
"Bluffton, Minnesota",328510.6526755912,5148649.581764731,15,T,214,30
"Maxville, Montana",328392.5906469402,5149364.606971003,12,T,214,11
"Mantee, Mississippi",309159.2178700554,3733303.969456164,16,S,214,18
"Mellette, South Dakota",539435.2894214608,5000224.9311227,14,T,214,322
"Deer Park, Wisconsin",548092.2481887084,5004072.985759862,15,T,213,89
"Frontier, North Dakota",665342.8779104862,5185241.071940699,14,T,213,437
"Carroll, Nebraska",649187.2973491193,4681983.481019151,14,T,213,539
"Garland, Nebraska",669569.3138393878,4534561.135619166,14,T,213,490
"McDermitt, Nevada",441654.79961695115,4649005.811520524,11,T,213,25
"Phenix, Virginia",700130.8397112773,4106240.7057724153,17,S,213,71
"Seibert, Colorado",683715.844864394,4352010.689272175,13,S,213,239
"Olancha, California",410044.94165190234,4014405.575038267,11,S,213,10
"Fisher, Arkansas",683912.2446425768,3929440.4444366302,15,S,213,271
"Bryant, Illinois",746311.7005936403,4483479.8561598025,15,T,213,332
"Straughn, Indiana",646299.3616879531,4407877.944652675,16,S,213,584
"Queen Anne, Maryland",417340.2430820581,4308253.395164935,18,S,213,597
"Drowning Creek, Oklahoma",330306.86273625784,4038613.5496906815,15,S,213,92
"Tiawah, Oklahoma",272114.4427576249,4014472.5121230236,15,S,213,20
"East Rochester, Ohio",496623.23462180805,4510950.561075541,17,T,213,192
"Napoleon, Missouri",406157.5241242439,4331686.434526065,15,S,213,47
"Northrop, Minnesota",384303.5907017187,4843543.442212271,15,T,213,629
"Homer, Minnesota",615426.8546094625,4873813.60233684,15,T,213,69
"Bay Center, Washington",427014.2434181012,5163501.060304442,10,T,212,86
"Curtiss, Wisconsin",702329.8124866147,4980830.167823928,15,T,212,119
"Houlton, Wisconsin",516510.10755058745,4989714.823620592,15,T,212,57
"Elk Garden, West Virginia",658843.3847954249,4361257.655328802,17,S,212,317
"Maxwell, New Mexico",540896.2921024885,4044064.1591289826,13,S,212,172
"Nanwalek, Alaska",561963.7091860808,6577327.43298808,5,V,212,9
"Roxobel, North Carolina",298631.29257700907,4008623.4852413633,18,S,212,78
"Nehawka, Nebraska",247864.29545179047,4524133.828279857,15,T,212,361
"Gresham, Nebraska",634414.6493272389,4543141.046409369,14,T,212,303
"New Suffolk, New York",712235.5908497015,4541390.990145974,18,T,212,147
"Iola, Pennsylvania",371537.4621699216,4554528.145251188,18,T,212,301
"Shanksville, Pennsylvania",678628.2510219289,4431775.891179189,17,T,212,414
"Larkspur, Colorado",509321.31993917434,4342505.747452416,13,S,212,51
"Tillar, Arkansas",643471.4644608,3731177.9321348146,15,S,212,104
"St. Charles, Arkansas",671271.4230199317,3805109.0584069286,15,S,212,91
"Danville, Georgia",289237.6652580623,3609836.1411606898,17,S,212,103
"Montrose, Georgia",297815.1204062411,3604500.2467671977,17,S,212,50
"Stout, Iowa",523686.52355418267,4708331.423505868,15,T,212,280
"Aline, Oklahoma",549374.9008840804,4040614.3089397843,14,S,212,311
"Parral, Ohio",458094.61183621257,4490132.367632722,17,T,212,454
"Woodruff, Utah",486324.9118377885,4596630.798889596,12,T,212,113
"Mayview, Missouri",427948.0368737866,4322954.671055902,15,S,212,523
"Beardsley, Minnesota",678422.3022600842,5047448.853337614,14,T,212,174
"Stanwood, Michigan",625296.2872178331,4826451.542867805,16,T,212,337
"Bassfield, Mississippi",239275.43411827693,3487826.574310511,16,R,212,81
"Reliance, South Dakota",451654.04476680263,4858720.838766789,14,T,212,75
"Index, Washington",608071.4990721474,5297436.815499236,10,T,211,354
"Dixie, Washington",411331.1067918309,5110154.286508588,11,T,211,150
"Diamond Beach, New Jersey",512823.0294211326,4312203.907394461,18,S,211,488
"Roy, New Mexico",572486.4879477562,3978157.711101751,13,S,211,39
"Hanover, New Mexico",772483.0769082999,3634519.3040362163,12,S,211,58
"Hazelton, North Dakota",401673.6029466639,5148822.760613296,14,T,211,212
"Kansas, Alabama",448521.986028347,3751529.330004528,16,S,211,80
"Magness, Arkansas",637321.0019604338,3952069.299782348,15,S,211,132
"Harvel, Illinois",281817.9936870211,4359530.856537241,16,S,211,112
"Radom, Illinois",308262.03809491073,4239133.040378988,16,S,211,77
"Wyaconda, Missouri",591142.1832831177,4471831.494217534,15,T,211,126
"Cross Timbers, Missouri",479865.90019958274,4208524.894376592,15,S,211,182
"Grygla, Minnesota",305405.15493482444,5352928.473394425,15,U,211,140
"Hitterdal, Minnesota",708512.635035579,5206345.61699822,14,T,211,95
"Garden, Michigan",534761.2783061806,5068923.927935314,16,T,211,98
"Selden, Kansas",365356.8055831975,4378064.683716528,14,S,211,268
"Shiloh, South Carolina",590485.7431510881,3756611.4757221327,17,S,211,8
"Tulare, South Dakota",538882.054995249,4953985.698892915,14,T,211,318
"Pentress, West Virginia",571276.2927174986,4395912.411863518,17,S,210,133
"Huttonsville, West Virginia",588974.9352965829,4285514.452585831,17,S,210,267
"Mobile City, Texas",742088.6180082709,3645702.475794053,14,S,210,5377
"McNary, Louisiana",540157.5947971239,3428514.1630141265,15,R,210,44
"Mesic, North Carolina",350256.4684228838,3896839.144558893,18,S,210,78
"Aneta, North Dakota",575829.0753134962,5281173.323403147,14,T,210,81
"Sylvania, Pennsylvania",345423.5510464059,4629566.192905061,18,T,210,72
"Ehrenfeld, Pennsylvania",688798.6049406971,4471676.345203556,17,T,210,187
"Ashville, Pennsylvania",707659.5329077542,4492817.086579709,17,T,210,453
"Three Rocks, California",733425.2642099265,4043133.5200697337,10,S,210,108
"Vina, California",581016.2427209431,4420895.545651904,10,S,210,59
"Winterhaven, California",721344.9761765469,3624621.8908216655,11,S,210,332
"Daviston, Alabama",627241.4233927145,3658276.3489869973,16,S,210,8
"Alsey, Illinois",720543.1367046486,4381993.435509296,15,S,210,147
"Colp, Illinois",317017.9019434887,4186470.0762413726,16,S,210,604
"Ollie, Iowa",576109.2075336848,4561256.551643726,15,T,210,81
"Joice, Iowa",462882.6565890466,4801428.399143046,15,T,210,81
"Dripping Springs, Arizona",522850.42932495166,3662954.02459356,12,S,210,12
"Hardesty, Oklahoma",303827.75460800173,4054371.574267689,14,S,210,363
"Vinton, Ohio",384153.4627870375,4315141.381780113,17,S,210,68
"Twin Lakes, Minnesota",298972.8382093194,5233711.0052850265,15,T,210,30
"Herron, Montana",590667.6904646495,5376394.250680149,12,U,210,17
"La Carla, Texas",525863.7565588173,2923929.1580354283,14,R,209,1126
"Coyanosa, Texas",684277.1240850663,3457914.437054362,13,R,209,374
"Cameron, Louisiana",471728.93886662985,3295219.457737173,15,R,209,7
"Atmautluak, Alaska",647406.2877105324,6750489.16875739,3,V,209,133
"Harding-Birch Lakes, Alaska",519309.70252073713,7138428.7075182125,6,W,209,0
"Mount Gretna, Pennsylvania",374825.05106075236,4456055.750039941,18,T,209,559
"Alfarata, Pennsylvania",292393.506673739,4504126.006838686,18,T,209,144
"Glenbrook, Nevada",246261.21825541536,4331817.756716131,11,S,209,21
"Augusta Springs, Virginia",645955.5161690953,4219095.696729068,17,S,209,21
"Union, Alabama",415255.118973568,3650964.9325700575,16,S,209,98
"Caulksville, Arkansas",421084.3752821364,3906846.7344775675,15,S,209,59
"Jalapa, Indiana",606024.20026737,4498029.451782279,16,T,209,25
"Patriot, Indiana",688406.0024291382,4300882.863004868,16,S,209,368
"Lucas, Iowa",461239.6041017163,4542433.967924142,15,T,209,83
"Rake, Iowa",425583.0594814598,4814598.082394474,15,T,209,99
"Bloomington, Idaho",466625.2759481026,4671039.947425003,12,T,209,84
"Gotebo, Oklahoma",511451.28819175326,3880935.0424804953,14,S,209,105
"Helena, Ohio",308219.13769199175,4579069.270962619,17,T,209,277
"Hanging Rock, Ohio",349494.0830867854,4269354.50744401,17,S,209,145
"Magnolia, Minnesota",735895.3942669823,4836502.408045748,14,T,209,101
"Burns, Kansas",685238.3004360094,4217874.454304653,14,S,209,234
"Buffalo, Kansas",262264.8154218894,4176963.536162145,15,S,209,254
"Fountain Run, Kentucky",593218.473935504,4064741.136845055,16,S,209,61
"Toronto, South Dakota",687272.3938994189,4938146.080569256,14,T,209,262
"Conconully, Washington",296933.5418010605,5382035.5987282675,11,U,208,380
"Washtucna, Washington",399904.81624068297,5178650.466001069,11,T,208,121
"Woodloch, Texas",267727.0579505466,3345327.0516544846,15,R,208,951
"Ida, Louisiana",416400.87118555885,3651653.62447405,15,S,208,57
"Glacier View, Alaska",459136.6443539259,6857836.844370627,6,V,208,0
"Walstonburg, North Carolina",255563.0687614863,3942491.9076757687,18,S,208,197
"Pleasant Dale, Nebraska",674390.6508022139,4517645.358839086,14,T,208,713
"Ursina, Pennsylvania",642723.7242123462,4408587.710067126,17,S,208,89
"St. Johns, Illinois",303410.7687081122,4211878.079618203,16,S,208,110
"Kinderhook, Illinois",658378.0819790086,4396503.0692609465,15,S,208,99
"Argyle, Georgia",342696.16190402175,3438882.847248067,17,R,208,46
"Panama, Iowa",294109.6889755117,4622349.557407554,15,T,208,280
"Linden, Iowa",394234.26632262656,4610885.818950224,15,T,208,102
"Pocasset, Oklahoma",594770.3597963076,3893278.8158058967,14,S,208,29
"Monroe, Oklahoma",361691.9522026967,3873393.5595215545,15,S,208,57
"Gordon, Ohio",712850.4420229266,4422991.991806139,16,S,208,487
"Anniston, Missouri",292487.82121123275,4077907.8349628528,16,S,208,205
"Big Falls, Minnesota",439847.11288473604,5336556.670764542,15,U,208,13
"Kossuth, Mississippi",349852.6221858403,3860145.9555097986,16,S,208,83
"Ukiah, Oregon",348006.716449436,4999698.268713804,11,T,208,329
"Baileys Harbor, Wisconsin",489529.58867833996,4990279.700505433,16,T,207,47
"Brenton, West Virginia",443947.2435583867,4161669.6024942137,17,S,207,127
"Bynum, Texas",688707.880764173,3538730.1319994577,14,R,207,596
"Penelope, Texas",696021.0445063934,3526622.87809884,14,R,207,80
"Ranchette Estates, Texas",617408.8184108653,2929868.1800141335,14,R,207,133
"Branch, Louisiana",569478.393378689,3357569.055184401,15,R,207,10
"Nunam Iqua, Alaska",505160.0917823936,6931112.175955429,3,V,207,6
"Plaza, North Dakota",279363.26600182924,5323428.04879641,14,U,207,73
"Oakdale, Tennessee",720204.4616197374,3985554.294080785,16,S,207,91
"Jackson Center, Pennsylvania",572053.4365949127,4569431.3208572,17,T,207,70
"Eastvale, Pennsylvania",557829.1158488984,4513107.075762496,17,T,207,883
"Arriba, Colorado",648861.9319227613,4349746.35197785,13,S,207,160
"Rio, Illinois",718421.8121888761,4554151.796894734,15,T,207,255
"Kell, Illinois",334017.8700175582,4262033.08902472,16,S,207,79
"Curran, Illinois",261938.14927644277,4402825.215662568,16,S,207,40
"South English, Iowa",575965.6978754911,4589345.581364545,15,T,207,266
"Cantril, Iowa",578754.0575402,4499522.657165112,15,T,207,157
"St. Clement, Missouri",654402.404326769,4349698.587346401,15,S,207,289
"Garrison, Minnesota",436371.2212697945,5127623.213982745,15,T,207,76
"Eastport, Michigan",629651.813017401,4996624.795097285,16,T,207,40
"El Combate, Puerto Rico",689686.9288920513,1989087.6297001503,19,Q,207,139
"Allensville, Kentucky",493900.43118320487,4063403.5338424356,16,S,207,69
"Summer Shade, Kentucky",614974.416022861,4082736.8964461684,16,S,207,39
"Geddes, South Dakota",524562.5951858221,4789066.138484936,14,T,207,109
"Malden, Washington",464186.7018775069,5230787.780420553,11,T,206,120
"Van, West Virginia",437305.4532221241,4202870.989894145,17,S,206,133
"Albin, Wyoming",575053.4709264331,4585483.256594875,13,T,206,542
"Chugcreek, Wyoming",507621.1108535104,4655720.399307101,13,T,206,41
"Tradewinds, Texas",671094.0684838216,3097868.1334315795,14,R,206,73
"Browndell, Texas",406544.70488353603,3443912.785580116,15,R,206,32
"New Leipzig, North Dakota",273007.7028293564,5140037.028936579,14,T,206,89
"Denton, Nebraska",681873.303412793,4512038.120394097,14,T,206,650
"Graball, Tennessee",550197.52367481,4037745.9929602793,16,S,206,39
"Gilgo, New York",637092.0674402507,4499802.939321217,18,T,206,15
"Addison, Pennsylvania",642688.5149813275,4400814.73959117,17,S,206,146
"Chapman, Pennsylvania",466127.128216172,4512026.280565933,18,T,206,241
"Port Royal, Virginia",307366.3701603968,4226484.8483382985,18,S,206,122
"Chinese Camp, California",724796.7814426301,4194503.563166606,10,S,206,88
"Adona, Arkansas",509202.82192329207,3877472.4899147814,15,S,206,83
"Jacksonville, Vermont",678339.1220836052,4740645.510303312,18,T,206,69
"Verona, Illinois",373863.74823051,4563782.613331505,16,T,206,480
"New Minden, Illinois",293106.8373077002,4257075.372685969,16,S,206,287
"Kempton, Illinois",395931.24342756777,4532332.642789528,16,T,206,482
"Elizabeth, Indiana",589964.3843874218,4220070.734708039,16,S,206,304
"Woden, Iowa",425991.74206337065,4786848.4503253065,15,T,206,188
"Lower Santan Village, Arizona",426757.93597214407,3667381.2897010907,12,S,206,19
"Liberty, Oklahoma",231332.61163312767,3972531.3968438203,15,S,206,12
"Reydon, Oklahoma",416381.95441615675,3945555.611708133,14,S,206,176
"Glenwood, Missouri",535871.8884701881,4486038.176561043,15,T,206,107
"Knox City, Missouri",584303.3617911038,4444220.554510911,15,T,206,377
"Sumpter, Oregon",405198.4585067348,4955154.576895068,11,T,206,36
"Ramona, South Dakota",642791.0144083924,4886738.367873248,14,T,206,289
"Leipsic, Delaware",455514.91660884256,4343869.717944275,18,S,205,266
"Noma, Florida",631556.7642167512,3428221.848215946,16,R,205,74
"Rio en Medio, New Mexico",418611.9554245241,3964591.586449343,13,S,205,119
"Tecolote, New Mexico",474212.37391324196,3924149.812292153,13,S,205,14
"Windom, Texas",221640.81614424667,3717921.7468447327,15,S,205,143
"Whittier, Alaska",410407.8673688015,6739985.316352398,6,V,205,6
"Mekoryuk, Alaska",430124.0555311203,6693334.56871162,3,V,205,11
"Mentasta Lake, Alaska",372367.2574868608,6986607.619754267,7,V,205,0
"Flasher, North Dakota",328555.5083653915,5146702.30634295,14,T,205,124
"Slayden, Tennessee",458191.30878277787,4016359.216557113,16,S,205,51
"Elgin, Pennsylvania",603963.8190939713,4640210.282216544,17,T,205,53
"East Salem, Pennsylvania",310740.4660173834,4497714.990150538,18,T,205,295
"Hendersonville, Pennsylvania",571540.0389557409,4461472.778523689,17,T,205,198
"Wilmore, Pennsylvania",693777.9204607557,4473291.808454319,17,T,205,238
"Stillwater, Pennsylvania",385100.8071788705,4556378.876098778,18,T,205,25
"Templeton, Virginia",290552.30719191115,4106466.7139081694,18,S,205,38
"Dorrington, California",738692.3749491451,4242060.341064878,10,S,205,21
"Palmer, Illinois",292836.5114099503,4370437.31292668,16,S,205,79
"Malta, Idaho",304722.4145034735,4686637.056837769,12,T,205,57
