"city, state_name",x,y,population,density
"Soudan, Minnesota",-10267620.025012065,6075800.890789774,395,224
"Hemingway, South Carolina",-8843910.529460572,3995724.1514097364,395,176
"Midwest, Wyoming",-11830723.786934892,5374786.921686889,394,352
"Thayne, Wyoming",-12356129.519580986,5299711.740706529,394,104
"Akiak, Alaska",-17946060.013663378,8604294.166257272,394,80
"Milford, New York",-8343061.876483475,5249848.035570119,394,358
"Buckhorn, Pennsylvania",-8515584.823314888,5014938.006531078,394,226
"Lake City, Colorado",-11945761.348720662,4583692.93888263,394,183
"St. Stephens, Alabama",-9802293.4215471,3704045.3770199516,394,15
"West Union, Illinois",-9758901.084035883,4752515.436337745,394,96
"Bancroft, Idaho",-12454758.588423826,5269479.943312082,394,249
"Chewsville, Maryland",-8641854.5217217,4814979.502714156,394,182
"Tushka, Oklahoma",-10705339.394760294,4071555.0462029534,394,194
"Turah, Montana",-12670952.171493445,5915980.718328562,394,117
"Soso, Mississippi",-9938147.728111211,3730996.987583481,394,74
"Rossmore, West Virginia",-9127341.084969325,4551915.359055145,393,243
"Bloomburg, Texas",-10470611.116473598,3913608.9249659623,393,150
"Howardwick, Texas",-11232993.781120412,4168597.73589098,393,74
"Mount Gretna Heights, Pennsylvania",-8512200.710794773,4902163.360712193,393,1231
"Finleyville, Pennsylvania",-8905748.506596234,4902761.364155098,393,907
"Sugarloaf, Colorado",-11733942.621639222,4868689.156218884,393,69
"Wiley, Colorado",-11434660.170641506,4601401.940274863,393,487
"Stapleton, Georgia",-9180206.711147051,3924142.63250155,393,87
"Lynnville, Iowa",-10328990.460286396,5097215.096670225,393,137
"Rayland, Ohio",-8982492.163549118,4892745.937007827,393,321
"Holden, Utah",-12497894.89110622,4736048.887221246,393,283
"Scotts Mills, Oregon",-13655439.484170998,5627978.408136159,393,420
"Manderson-White Horse Creek, South Dakota",-11409312.722587878,5347794.6434798,393,26
"Nespelem, Washington",-13243924.722555501,6134682.789168955,392,780
"Gilman, Wisconsin",-10108611.264362952,5647724.333642759,392,64
"Mildred, Texas",-10725443.694797559,3768706.8507634085,392,65
"Edom, Texas",-10643245.382795805,3812544.2264881297,392,60
"St. Maurice, Louisiana",-10345911.022886975,3732018.166117819,392,22
"Twin, Alabama",-9779383.870341845,4028506.623710483,392,44
"Medora, Illinois",-10034494.74739279,4746985.309475993,392,398
"Lehigh, Iowa",-10469987.727325156,5214682.556080667,392,72
"Lamont, Oklahoma",-10860129.146708343,4396164.894388369,392,448
"Morrisville, Missouri",-10400502.101171995,4505748.532906258,392,236
"St. Marys Point, Minnesota",-10327153.688688306,5607804.061380047,392,392
"Perrinton, Michigan",-9426456.556730852,5339516.799585307,392,239
"Nordic, Wyoming",-12355494.998483464,5324049.915322588,391,29
"Higgins, Texas",-11134999.233375093,4317283.583917508,391,136
"Tullos, Louisiana",-10278039.529350314,3739548.7428743704,391,95
"Hallsboro, North Carolina",-8748977.267712068,4071703.3072573896,391,46
"Hobart, New York",-8312126.189992024,5216791.812881383,391,303
"Arnold City, Pennsylvania",-8885833.449693317,4883046.336056315,391,336
"Lattimer, Pennsylvania",-8455895.312351536,5011309.220266492,391,658
"Gwynn, Virginia",-8492374.709484493,4508806.891246247,391,64
"Edmondson, Arkansas",-10052728.879984727,4178036.932434202,391,47
"Midway, Arkansas",-10348382.315582585,4063794.27037365,391,42
"Grady, Arkansas",-10207785.79871068,4039414.7351317597,391,81
"Patterson, Arkansas",-10156222.610575235,4199134.1509105675,391,133
"Richmond, Vermont",-8125933.209691195,5528737.421787,391,170
"Richland, Indiana",-9703608.692958863,4571828.462557321,391,293
"Lagro, Indiana",-9543152.778929438,4988652.554239786,391,254
"Barnhill, Ohio",-9057833.194918005,4931508.274887071,391,416
"Pine Springs, Minnesota",-10347625.34304519,5627316.754723598,391,195
"Lucas, Kansas",-10969188.85183851,4730054.663149544,391,248
"Gypsum, Kansas",-10845479.501719946,4679617.133981704,391,403
"Williamsburg, Kansas",-10627849.897219095,4647869.792825283,391,204
"Westwood Hills, Kansas",-10531903.628104374,4727245.196532158,391,2362
"Martin City, Montana",-12693850.59074962,6172570.676543078,391,87
"Stanford, Montana",-12269522.955743818,5966936.097861321,391,351
"Plainfield, Pennsylvania",-8603137.6028238,4895223.336170077,390,233
"Montross, Virginia",-8551863.845364416,4592727.528742654,390,146
"Alpine, Colorado",-11865099.245691856,4535401.751570315,390,143
"Elkhart, Illinois",-9960055.403899329,4867918.79129814,390,77
"Sadorus, Illinois",-9834531.546080833,4861133.442892795,390,146
"Tall Timbers, Maryland",-8520015.339048464,4602817.707024687,390,109
"Oakview, Missouri",-10527528.7721162,4751595.932482552,390,861
"Farrell, Mississippi",-10093894.827680081,4063996.306474824,390,116
"Kingsley, Kentucky",-9537030.20693581,4610820.4406117685,390,2083
"Lohrville, Wisconsin",-9920804.15144562,5471355.625597744,389,123
"Quitaque, Texas",-11249446.801859656,4078242.2049532547,389,207
"Banquete, Texas",-10886734.505007934,3223869.776805865,389,63
"Dodd City, Texas",-10695075.737709155,3971970.204279016,389,84
"Bayview, Texas",-10842184.444792466,3015488.512840989,389,38
"Defiance, Pennsylvania",-8708746.403739378,4889205.7911819285,389,888
"Chewton, Pennsylvania",-8941270.556108369,4996822.322725678,389,100
"Raisin City, California",-13348231.085428799,4383955.23210103,389,197
"Lincoln Park, Georgia",-9388106.992152568,3877716.728356721,389,175
"Solomon, Arizona",-12203833.32422671,3870601.7819814393,389,721
"Hookerton, North Carolina",-8637223.6309047,4221514.774491062,388,470
"Hiddenite, North Carolina",-9026452.230463382,4287598.6097804215,388,94
"Cove City, North Carolina",-8607289.81983039,4189595.24386528,388,234
"Crenshaw, Pennsylvania",-8766877.441831626,5049094.354926068,388,136
"Brisbin, Pennsylvania",-8722171.534329047,4988696.696753399,388,209
"Draper, Virginia",-8987635.124023765,4439274.053095172,388,69
"Hatfield, Arkansas",-10506255.617425604,4094234.6329233316,388,116
"Portland, Arkansas",-10186957.921983257,3926923.9500653422,388,139
"Turpin, Oklahoma",-11230188.52995242,4421071.496302911,388,149
"Bowlegs, Oklahoma",-10761154.987444043,4183930.3007615893,388,40
"Oktaha, Oklahoma",-10628540.078062017,4242654.3642648915,388,563
"Hanoverton, Ohio",-9009698.647098994,4976227.021421076,388,215
"La Sal, Utah",-12163268.50178164,4622247.494869893,388,3
"Huntleigh, Missouri",-10064294.975078149,4666402.023300674,388,150
"McHenry, Kentucky",-9676179.570427401,4492123.024694025,388,231
"Gilbert, West Virginia",-9113604.259805433,4525067.659660794,387,150
"Page Park, Florida",-9112780.495573565,3070871.5291756555,387,555
"Worthington Springs, Florida",-9174373.569829483,3494940.5221602097,387,155
"Henrietta, North Carolina",-9106067.93027873,4198847.863912778,387,255
"Webster, North Carolina",-9263874.440427275,4211547.056904407,387,149
"Bulger, Pennsylvania",-8941515.458988113,4920835.249033426,387,103
"Melfa, Virginia",-8431416.156326097,4529945.201379444,387,513
"Bloomfield, California",-13675621.707851816,4624489.025363683,387,18
"Empire, Georgia",-9272356.985625722,3807945.0708817677,387,64
"Greens Fork, Indiana",-9466720.816550778,4850231.385457109,387,1069
"Salix, Iowa",-10720456.58161002,5208402.766767059,387,87
"Bivalve, Maryland",-8447301.447662296,4622729.808299043,387,113
"Whitefield, Oklahoma",-10601968.11560966,4198534.31999738,387,87
"East Duke, Oklahoma",-11084037.170489931,4118150.9074670593,387,344
"Hato Arriba, Puerto Rico",-7462112.822192745,2078591.5788038648,387,262
"Jane Lew, West Virginia",-8951033.27545094,4737440.399301178,386,624
"Barstow, Texas",-11509934.410315918,3692842.909652385,386,226
"Pettus, Texas",-10888393.165420754,3326810.9122117697,386,25
"Dover, North Carolina",-8619880.054239107,4193205.4337944263,386,155
"Gibson, Tennessee",-9890057.708088519,4283339.001964286,386,243
"Stanardsville, Virginia",-8731533.50350476,4621765.20404579,386,417
"McArthur, California",-13514943.154840805,5018464.832790697,386,148
"Dowell, Illinois",-9934040.038900942,4570910.943870616,386,382
"Warwick, Georgia",-9341998.459065992,3740989.909045512,386,183
"Red Mesa, Arizona",-12176437.597542485,4434424.414803011,386,11
"St. Louisville, Ohio",-9174740.9241491,4890837.305859432,386,588
"Chokio, Minnesota",-10706129.763144927,5712200.13341104,386,344
"Jordan, Montana",-11901155.628759798,5994627.74652433,386,427
"Candelero Abajo, Puerto Rico",-7326659.265795491,2048589.1510528119,386,2442
"Eschbach, Washington",-13428882.056508526,5887888.374893576,385,126
"Red Jacket, West Virginia",-9142859.021985907,4529931.1417901255,385,28
"Alma, Texas",-10747963.62778504,3800292.5288689253,385,29
"Union Grove, Texas",-10565277.211444197,3839661.342080413,385,159
"King Salmon, Alaska",-17422179.358041152,8127191.146657912,385,0
"Saxman, Alaska",-14648420.473996075,7424847.008025116,385,154
"Bunn, North Carolina",-8710972.793555243,4294995.053517218,385,275
"Mill Village, Pennsylvania",-8902509.10941415,5142647.164165989,385,161
"Manorville, Pennsylvania",-8852203.83152467,4981063.01168888,385,1475
"Frystown, Pennsylvania",-8497306.162926633,4931844.736575366,385,122
"New Kent, Virginia",-8570064.582109118,4510364.471786008,385,33
"Spreckels, California",-13541626.436783953,4386923.116649863,385,1216
"Stockwell, Indiana",-9659047.500794316,4907035.9560239585,385,56
"Chloride, Arizona",-12712385.2859667,4219698.065979487,385,98
"Terral, Oklahoma",-10902441.685158864,4014926.3683610754,385,348
"Wallsburg, Utah",-12403150.872492066,4922340.467837499,385,242
"Ethel, Mississippi",-9959198.24382022,3911508.6415185784,385,254
"Brownsdale, Florida",-9709486.362072749,3617939.9349570423,384,17
"Chireno, Texas",-10502537.54643311,3697711.716742322,384,79
"Retreat, Texas",-10739959.756397003,3769967.6314789513,384,29
"Delanson, New York",-8258136.2369572865,5273602.245338938,384,230
"Groton, Vermont",-8036911.012903812,5498619.121573641,384,72
"Concord, Georgia",-9399673.08724599,3907468.652447312,384,177
"Salem, Iowa",-10199158.538174199,4990536.145776419,384,242
"Allen, Maryland",-8425816.785939194,4620275.919159134,384,421
"Pine Point, Minnesota",-10618576.983636018,5940262.458075597,384,41
"Beaver Creek, Montana",-12223648.19358791,6197788.531523761,384,32
"Amherst Junction, Wisconsin",-9942689.563335577,5538263.413987902,383,119
"Brimhall Nizhoni, New Mexico",-12092870.055803973,4270185.960531903,383,9
"Callisburg, Texas",-10799760.58685115,3988416.194039236,383,72
"Sadler, Texas",-10781147.967990514,3986195.2817690955,383,189
"Kilbourne, Louisiana",-10165016.850347904,3894919.0432234206,383,106
"Damascus, Arkansas",-10287123.199799044,4213881.151821585,383,79
"Thornton, Arkansas",-10295817.25203,3998710.2414750378,383,76
"Wells River, Vermont",-8021860.617748562,5489274.018146687,383,78
"Table Grove, Illinois",-10066087.218879921,4919125.716495615,383,524
"Braswell, Georgia",-9457614.882203888,4026600.1193434335,383,46
"Martin, Georgia",-9261592.390866013,4094194.117112466,383,58
"Duncombe, Iowa",-10463609.120502701,5231569.794821918,383,73
"Culdesac, Idaho",-12987678.386698466,5840632.100398363,383,663
"Alma, Missouri",-10413693.460830998,4735489.467255841,383,537
"Hayti, South Dakota",-10820766.57476384,5567699.473343105,383,478
"Huxley, Texas",-10451208.12922833,3732424.0430241767,382,72
"Trapper Creek, Alaska",-16742061.79709057,8935158.227901489,382,0
"Sardis, Tennessee",-9828542.557476155,4224165.248165815,382,58
"Depauville, New York",-8465301.809323568,5487520.933830248,382,15
"Ellicottville, New York",-8757749.243586577,5202202.359918381,382,179
"New Haven, Illinois",-9810352.952680534,4565661.474123369,382,118
"Perry, Illinois",-10101932.094915356,4834342.471106597,382,382
"Joy, Illinois",-10116581.73990375,5041427.89323197,382,344
"Woodville, Georgia",-9251350.997713033,3984777.333222822,382,30
"Morral, Ohio",-9262872.565010134,4966929.243900451,382,54
"Tontogany, Ohio",-9322005.478519522,5074668.489775638,382,483
"Linn, Kansas",-10807642.006799312,4819462.350136725,382,435
"Norwood, Kentucky",-9530139.530455705,4615100.556631658,382,1253
"Gardiner, Oregon",-13815505.779982645,5424169.643915016,382,255
"Mount Carbon, West Virginia",-9049050.087094415,4599816.511972491,381,985
"Mirando City, Texas",-11020696.38022856,3178589.938054998,381,462
"Wattsburg, Pennsylvania",-8884074.601738784,5161413.859884714,381,494
"Thomaston, Alabama",-9754225.665422566,3798580.92755477,381,73
"Chelsea, Vermont",-8065353.142801494,5463430.623731752,381,114
"Bonnie, Illinois",-9897059.704059416,4608142.728822477,381,115
"Union, Iowa",-10359670.111949021,5197509.602788368,381,257
"Laytonsville, Maryland",-8587385.89487655,4751696.499135164,381,139
"Mountain Park, Oklahoma",-11015319.648823244,4123037.7690698197,381,193
"Willshire, Ohio",-9439046.791139571,4975022.0712425895,381,394
"Jasper, Michigan",-9355323.40211395,5128962.060378164,381,36
"Wayland, Kentucky",-9217187.045988576,4502172.227287661,381,56
"Carpenter, Wyoming",-11617791.86494552,5019069.981874168,380,617
"Brookford, North Carolina",-9055328.506375154,4259831.209889322,380,242
"Chautauqua, New York",-8846448.613850657,5192488.517237118,380,343
"Derby Acres, California",-13314245.244889611,4197075.776125227,380,40
"Monson, California",-13284400.489407938,4368629.641649832,380,293
"Bellamy, Alabama",-9810330.688782375,3823607.923682212,380,38
"Beallsville, Ohio",-9020819.464229241,4844009.072579997,380,404
"Atlanta, Missouri",-10294837.64051102,4851218.030274129,380,428
"New Strawn, Kansas",-10657984.083376836,4616532.382998784,380,185
"Duncan, Mississippi",-10101787.379577326,4034416.1267907983,380,160
"Greeleyville, South Carolina",-8904457.200503033,3972558.111372402,380,119
"Lake Sherwood, Wisconsin",-9995811.224342128,5497330.109705536,379,138
"Windsor Heights, West Virginia",-8979575.592890333,4893780.539962517,379,1023
"Pleasant Plains, New Jersey",-8301049.900658092,4931888.623731531,379,45
"Oak Island, Texas",-10540642.208131645,3460330.393259843,379,121
"Windthorst, Texas",-10957711.812337724,3972010.287901517,379,58
"Hydaburg, Alaska",-14785543.822755229,7401969.104634928,379,501
"Kwigillingok, Alaska",-18164190.555872794,8372337.516092207,379,6
"Kivalina, Alaska",-18314416.20869832,10368108.397341277,379,89
"Bostic, North Carolina",-9109941.848558335,4213239.567698976,379,156
"Clarksburg, Tennessee",-9839886.013587989,4282308.702133436,379,69
"Long Lake, New York",-8286589.498804046,5458852.100160091,379,15
"Callery, Pennsylvania",-8909789.40411203,4973964.188702199,379,272
"Ambrose, Georgia",-9241042.812865574,3710186.292051066,379,47
"Monrovia, Maryland",-8602247.046897454,4772952.934540742,379,65
"Custer City, Oklahoma",-11008039.354125364,4254445.134620245,379,239
"Alta, Utah",-12425804.388868498,4950851.582618994,379,32
"Bunker, Missouri",-10153684.52618515,4503055.6717105135,379,220
"Westphalia, Missouri",-10241448.812726567,4641955.649599935,379,275
"Chamois, Missouri",-10215789.670098715,4675424.0811689645,379,395
"Emmons, Minnesota",-10406713.728758259,5389432.892775843,379,178
"Altoona, Kansas",-10648978.33657166,4512539.859236939,379,274
"Dearing, Kansas",-10652752.067309553,4446538.726163798,379,96
"Buffalo, Kentucky",-9539991.305390911,4510168.0074235685,379,123
"Morgan Farm, Texas",-10859605.945101613,3249667.231516297,378,43
"Turkey, Texas",-11231613.419434575,4081816.603785906,378,178
"Oakhurst, Texas",-10609560.104881762,3599456.442704924,378,94
"Maddock, North Dakota",-11079550.995010965,6100601.812605948,378,165
"Indian Lake, Pennsylvania",-8778688.43980479,4872425.548177378,378,40
"Center Ridge, Arkansas",-10304867.526631493,4215724.207620783,378,16
"Bennett, Iowa",-10127112.563732794,5122111.922242224,378,704
"Foyil, Oklahoma",-10633404.73980968,4360075.687847282,378,331
"Rutland, Ohio",-9142436.007920893,4727546.17352702,378,176
"Bowerston, Ohio",-9037740.026829818,4928232.032586318,378,288
"Montrose, Missouri",-10462106.307376992,4616022.006218257,378,255
"Otter Lake, Michigan",-9290680.173810294,5344571.213568514,378,193
"Almena, Kansas",-11099633.03115007,4850144.333261004,378,241
"Winchester Bay, Oregon",-13823966.061282935,5414961.456040732,378,54
"Pueblo of Sandia Village, New Mexico",-11863384.925533641,4198397.999330896,377,128
"Jacona, New Mexico",-11804162.95643162,4285317.451092201,377,171
"Big Springs, Nebraska",-11362881.362978004,5021343.317721996,377,328
"Plymouth, Nebraska",-10796721.564752493,4909969.426690684,377,461
"Williston, Tennessee",-9949224.017445143,4185441.5766728036,377,88
"Morristown, New York",-8420796.276904417,5556298.095070504,377,148
"Middleport, Pennsylvania",-8469943.832089646,4972274.7526689125,377,331
"Starbrick, Pennsylvania",-8817984.220054818,5137326.172440097,377,122
"Dillard, Georgia",-9282041.781324739,4160470.6772603365,377,82
"Centralhatchee, Georgia",-9473700.548623517,3944358.932838376,377,44
"Carbon, Indiana",-9696795.940122316,4807883.361574008,377,978
"Colesburg, Iowa",-10152448.879837343,5257138.999897554,377,501
"Orient, Iowa",-10510541.417821147,5042374.772170911,377,320
"East New Market, Maryland",-8451743.095344946,4664108.583784344,377,364
"Fairview, Missouri",-10473672.402470414,4413657.361839533,377,308
"Quenemo, Kansas",-10633983.601161806,4661715.977876857,377,327
"Merigold, Mississippi",-10099616.649506854,4007230.897175472,377,150
"North Hodge, Louisiana",-10321220.359829025,3800713.883738613,376,214
"Loomis, Nebraska",-11077146.494009828,4935736.8262511445,376,440
"Westover, Pennsylvania",-8758862.43849451,4975022.0712425895,376,53
"London Mills, Illinois",-10048376.28789471,4969748.488766268,376,212
"Jenkinsburg, Georgia",-9355156.422877759,3938189.0982199432,376,111
"Satilla, Georgia",-9190982.437855838,3736051.3533876445,376,48
"Denmark, Iowa",-10167710.7820251,4973846.653266176,376,87
"Grover Hill, Ohio",-9403992.28348877,5015144.563571776,376,525
"Newtonsville, Ohio",-9360800.321060978,4747617.170646128,376,764
"Empire, Michigan",-9580088.585974647,5592067.281526587,376,141
"San Patricio, Texas",-10884441.323497593,3246099.5352738155,375,37
"El Chaparral, Texas",-10994725.54302649,3042358.269170127,375,1478
"Alexander, North Dakota",-11537441.456490936,6080161.598841371,375,116
"Pocono Mountain Lake Estates, Pennsylvania",-8345021.099521436,5035482.425730364,375,68
"Vintondale, Pennsylvania",-8784376.865784328,4935868.540460374,375,308
"Keokee, Virginia",-9230178.030564152,4419916.610212836,375,30
"Sparkman, Arkansas",-10336014.720155451,4017676.0059158285,375,112
"Proctorsville, Vermont",-8086414.790459582,5370359.343541971,375,50
"Langleyville, Illinois",-9947531.961185085,4802366.013652308,375,368
"Rhine, Georgia",-9261781.634000361,3761879.917792985,375,46
"Fort Thomas, Arizona",-12241414.784318518,3898251.0129497666,375,16
"Wall Lane, Arizona",-12769514.448641809,3849904.1152979205,375,331
"Adelphi, Ohio",-9211198.057383897,4788456.148084908,375,528
"Hanska, Minnesota",-10519079.62276499,5488482.761546337,375,587
"Whittemore, Michigan",-9328940.682795942,5501679.3110054135,375,141
"Akron, Michigan",-9296769.349956688,5398631.040826345,375,153
"Trenton, Kentucky",-9714028.197297115,4400483.240605296,375,255
"Kenvir, Kentucky",-9256649.80547479,4418650.5539491065,375,495
"Bowers, Delaware",-8393723.376743494,4730298.3781259805,374,463
"New Richmond, West Virginia",-9071091.346271483,4519349.638397783,374,335
"Villa Verde, Texas",-10908820.291981319,3015228.1270227768,374,492
"Vienna, Louisiana",-10313539.314964289,3843559.1591144316,374,41
"Forest Hills, North Carolina",-9261269.564342713,4204152.194429492,374,291
"Watauga, Tennessee",-9160692.40441099,4351487.066883616,374,163
"Mondamin, Iowa",-10689064.485206319,5117652.265174806,374,320
"Medicine Lake, Minnesota",-10399455.697958538,5621490.000340292,374,837
"Morton, Minnesota",-10573681.83299909,5551485.348682291,374,119
"Ogilvie, Minnesota",-10399700.600838283,5752988.567843686,374,141
"Melvern, Kansas",-10646351.196588939,4651340.253549542,374,405
"Kelly, North Carolina",-8717529.511562968,4091263.859809,373,12
"Eustis, Nebraska",-11135244.136254838,4962980.730368443,373,340
"Gilbertsville, New York",-8384873.4772254275,5231554.703466403,373,143
"Port Gibson, New York",-8589144.742831085,5317057.050088149,373,122
"Smithton, Pennsylvania",-8876883.362633538,4888317.311572971,373,1409
"Laurelton, Pennsylvania",-8594131.856018623,4994878.621912767,373,252
"Tehama, California",-13595104.320161045,4869110.701974214,373,181
"Cove, Arkansas",-10510341.042737717,4087578.4887644392,373,90
"Between, Georgia",-9329052.002286736,4004349.7780888057,373,121
"Letts, Iowa",-10156300.53421879,5061124.294296875,373,245
"Deweyville, Utah",-12477612.479883686,5115102.691312416,373,22
"Wales, Utah",-12427262.674197888,4791426.967420432,373,362
"Sangrey, Montana",-12224727.992648605,6153848.286379566,373,22
"Bonney, Texas",-10625534.451810597,3414050.9518143735,372,73
"Grays Prairie, Texas",-10725655.201830067,3825613.413999775,372,117
"El Refugio, Texas",-10993790.459303826,3041327.2342105834,372,230
"Rennert, North Carolina",-8803045.14439036,4138646.6862411434,372,130
"Ivanhoe, North Carolina",-8710160.161272451,4107896.774357122,372,28
"Ewing, Nebraska",-10947581.738675537,5199915.854857569,372,322
"Pamelia Center, New York",-8449338.594343813,5471773.7356251385,372,137
"Smoketown, Pennsylvania",-8482990.476410618,4871582.192723753,372,250
"Bangor, California",-13515488.620345693,4775688.752551158,372,10
"Manton, California",-13564725.231123557,4927193.808545652,372,8
"Olivet, Illinois",-9755806.402191829,4857430.337672623,372,60
"Barwick, Georgia",-9321793.971487014,3618899.8562425026,372,200
"Columbus City, Iowa",-10171773.943439055,5050678.7248793505,372,601
"Optima, Oklahoma",-11282196.996051038,4405984.373837204,372,328
"Coyle, Oklahoma",-10824573.70134897,4294266.18398925,372,185
"Tuppers Plains, Ohio",-9111121.835160745,4746425.2837676825,372,79
"Mound Valley, Kansas",-10620413.755234106,4468013.30482909,372,223
"Ekalaka, Montana",-11638519.554131228,5762691.151854837,372,139
"Rivergrove, Oregon",-13662563.931581765,5682336.869692825,372,846
"Orleans, Nebraska",-11071268.824895943,4885113.621618659,371,238
"Farnham, New York",-8803245.519473787,5250543.610252203,371,118
"Berrysburg, Pennsylvania",-8550472.351729501,4953944.775420603,371,236
"Copper Mountain, Colorado",-11822252.373685526,4790215.459136074,371,4
"Maytown, Alabama",-9684784.567065721,3968389.962538828,371,53
"Leslie, Georgia",-9360455.23063952,3757339.5258538243,371,80
"Sulphur Springs, Indiana",-9511037.10583558,4865782.431788501,371,203
"Midlothian, Maryland",-8788929.832957773,4812550.928429984,371,231
"Deal Island, Maryland",-8453791.373975543,4599844.8210576195,371,47
"Beaverdam, Ohio",-9347942.919874355,4987710.894870256,371,227
"Bascom, Ohio",-9271455.297750296,5031387.794909522,371,94
"Gordonville, Missouri",-9982452.885446936,4482559.284574799,371,183
"Mahtowa, Minnesota",-10311290.661250263,5870807.322848565,371,13
"Elberta, Michigan",-9599191.010594772,5562036.094202775,371,190
"Turon, Kansas",-10956921.443953093,4552267.596621384,371,321
"Hartford, Kansas",-10681839.850253835,4623084.464950049,371,361
"Dillard, Oregon",-13739741.734548742,5328455.518206221,371,121
"Krakow, Wisconsin",-9825180.708854198,5583582.042358426,370,126
"Birch Hill, Wisconsin",-10080592.148530284,5864220.391019303,370,230
"Wabeno, Wisconsin",-9869374.546699127,5690963.320832359,370,59
"Embarrass, Wisconsin",-9874450.715479301,5569483.700372674,370,121
"Spelter, West Virginia",-8940769.618399799,4770937.544736536,370,288
"Blairstown, New Jersey",-8344264.126984043,5010129.418966934,370,360
"Pueblitos, New Mexico",-11886884.470040102,4111128.9268109207,370,66
"Napakiak, Alaska",-18031776.0215742,8555510.434467584,370,71
"Hamilton, North Carolina",-8594610.529829035,4292959.842114243,370,288
"Mariaville Lake, New York",-8251958.00521826,5285403.238662209,370,25
"New Edinburg, Arkansas",-10268120.962720633,3996152.600896735,370,45
"Ringsted, Iowa",-10520448.852501746,5356982.193952049,370,132
"Tolani Lake, Arizona",-12338997.449947903,4222594.014023349,370,334
"Dustin, Oklahoma",-10690233.339859648,4200797.488798551,370,241
"Alta, Wyoming",-12359936.646166116,5430488.263999991,369,17
"Moore, Texas",-11021386.561071478,3382953.7992108967,369,23
"Abbott, Texas",-10806896.166210998,3748473.6336300485,369,240
"Cofield, North Carolina",-8561637.696656067,4349814.3980010655,369,45
"Manvel, North Dakota",-10817794.344359659,6118958.057694943,369,498
"Fairfield, Nebraska",-10920809.401139755,4928963.242046645,369,197
"Nickerson, Nebraska",-10739091.464368815,5091562.337445526,369,375
"Duncan, Nebraska",-10852915.643704938,5070052.723610045,369,342
"McKean, Pennsylvania",-8921255.31166374,5160694.837513191,369,249
"Refton, Pennsylvania",-8486842.130792066,4858301.53234904,369,118
"Kratzerville, Pennsylvania",-8559789.7931089,4991536.951787798,369,149
"Declo, Idaho",-12649089.023501644,5239148.701824258,369,514
"New Marshfield, Ohio",-9152310.046754256,4768390.093922884,369,363
"Hustonville, Kentucky",-9441562.611631498,4506001.024108045,369,193
"Wimer, Oregon",-13708772.652210053,5242910.219544931,369,28
"Buffalo, South Dakota",-11526409.69495332,5714315.458156933,369,257
"White Lake, South Dakota",-10988569.575185621,5423491.805200399,369,351
"Easton, Washington",-13488950.053740576,5981418.526273423,368,44
"Ualapue, Hawaii",-17458847.998308457,2400275.018129964,368,44
"Center Ossipee, New Hampshire",-7920537.617228524,5427497.938347759,368,149
"Newcomb, New Mexico",-12101341.469053341,4339687.171358312,368,23
"Blanket, Texas",-10997196.8357221,3740347.913814817,368,231
"St. Petersburg, Pennsylvania",-8867098.37939281,5036118.20946682,368,445
"Goshen, Virginia",-8850645.358653564,4578027.369284543,368,82
"Mentone, Alabama",-9527189.563949684,4105098.1299130665,368,30
"Xenia, Illinois",-9867081.365188787,4669850.27355974,368,288
"Donahue, Iowa",-10093850.299883764,5114879.076821996,368,400
"Holy Cross, Iowa",-10129628.384224722,5251450.9587409245,368,433
"Deer Park, Maryland",-8830529.926667219,4782589.200491963,368,142
"North Miami, Oklahoma",-10561959.890618559,4427961.677511973,368,732
"Round Lake, Minnesota",-10627727.445779225,5394099.926180957,368,206
"Lowell, Kansas",-10542312.000493545,4446203.967593104,368,452
"Bagley, Wisconsin",-10140882.784743922,5296991.140017106,367,197
"Koyuk, Alaska",-17938623.871678386,9592874.066856226,367,27
"Giltner, Nebraska",-10926419.903475735,4979210.647373081,367,365
"Madison, Pennsylvania",-8869358.165055914,4901696.651487195,367,324
"Snydertown, Pennsylvania",-8638325.693863554,5010453.850055155,367,46
"Ranshaw, Pennsylvania",-8517866.872876152,4980798.366699989,367,1153
"Mappsville, Virginia",-8412291.46780781,4557312.947362874,367,180
"Boone, Colorado",-11605947.471125115,4614717.824877079,367,374
"Sparland, Illinois",-9956537.70799026,5016693.881342349,367,247
"Arenzville, Illinois",-10060009.174682608,4848592.030368938,367,184
"Belgium, Illinois",-9755238.672788786,4874766.962682986,367,326
"Bronwood, Georgia",-9391390.91713097,3741094.727829644,367,179
"Kaw City, Oklahoma",-10782728.704759778,4406845.919466992,367,53
"Richmond Dale, Ohio",-9218611.93547073,4750963.822188318,367,283
"Clarks Hill, South Carolina",-9146677.280520117,3982998.456281093,367,44
"Grand Rivers, Kentucky",-9822052.631162906,4439803.745687065,367,76
"Takilma, Oregon",-13761560.354744226,5167108.035985035,367,23
"Capon Bridge, West Virginia",-8731199.545032382,4764706.785544032,366,210
"Lacassine, Louisiana",-10343896.140103616,3533548.0025691227,366,80
"Columbia, Louisiana",-10249964.753772251,3776786.019301223,366,184
"Kennard, Nebraska",-10709346.896428851,5082613.970123192,366,475
"Mount Aetna, Pennsylvania",-8493287.529308997,4927266.91932797,366,285
"Mexico, Pennsylvania",-8611475.432684215,4944961.08966035,366,130
"Bloxom, Virginia",-8418135.741074458,4555325.519840901,366,424
"Centerville, California",-13302245.003782097,4402386.08934724,366,17
