"city, province_name",x,y,population,density
"Berthier-sur-Mer, Quebec",-7873994.938127857,5928487.975579508,1398,52.2
"Frampton, Quebec",-7881419.948163768,5855456.260656412,1393,9.2
"Magnetawan, Ontario",-8864738.406187993,5727097.591604395,1390,2.6
"New Carlisle, Quebec",-7272869.687844179,6109633.569655608,1388,20.5
"Laird No. 404, Saskatchewan",-11881262.83575504,6903779.025152646,1387.00,1.90
"Petitcodiac, New Brunswick",-7254323.860678022,5769666.933528031,1383,80.4
"Popkum, British Columbia",-13553737.99738226,6307349.491938416,1382.00,216.70
"Norton, New Brunswick",-7313189.607409504,5722638.479137085,1382,18.3
"Canwood No. 494, Saskatchewan",-11886339.004535213,7068056.802264597,1381.00,0.70
"Wentworth-Nord, Quebec",-8287736.089559217,5756344.112095583,1381,8.8
"Bas Caraquet, New Brunswick",-7217209.942447543,6073646.223350629,1380,44.5
"Sainte-Ursule, Quebec",-8130029.766952386,5825865.05427682,1375,20.2
"Dawson, Yukon",-15516745.898030845,9361556.733731966,1375.00,42.40
"Nantes, Quebec",-7907390.7853658395,5721778.763792307,1374,11.4
"Lac-aux-Sables, Quebec",-8059531.133433008,5920343.196876684,1373,5.1
"Stewiacke, Nova Scotia",-7051900.498619532,5643935.815012557,1373,77.9
"Taylor, British Columbia",-13434904.440960443,7590133.391290024,1373,80.3
"Rosser, Manitoba",-10849108.517119808,6444544.197251073,1372,3.1
"Estevan No. 5, Saskatchewan",-11467310.177291173,6297084.630388284,1370.00,1.80
"Falmouth, Nova Scotia",-7142637.015565129,5621001.983691234,1368.00,262.30
"Vaudreuil-sur-le-Lac, Quebec",-8241349.25774566,5684714.657219866,1359,989.2
"Grahamdale, Manitoba",-10950865.663653938,6695925.836759974,1359.00,0.60
"Cardwell, New Brunswick",-7269574.6309167,5745930.080134377,1353.00,4.30
"Two Hills, Alberta",-12439518.950134229,7116364.414603182,1352,400.0
"Spiritwood No. 496, Saskatchewan",-11961223.62599185,7065458.490217131,1347.00,0.60
"Legal, Alberta",-12645337.556661911,7160541.246444136,1345,423.4
"Amulet, Quebec",-8797289.926716348,6155872.611816453,1340.00,724.30
"Hérouxville, Quebec",-8083654.067087907,5887839.709877262,1340,25.3
"Pointe-des-Cascades, Quebec",-8233935.379658829,5674146.259774846,1340,502.2
"Weldford, New Brunswick",-7248167.892837154,5864414.529689119,1338.00,2.20
"Reynolds, Manitoba",-10673780.319120402,6406159.5799960205,1338.00,0.40
"St. Laurent, Manitoba",-10886300.358993841,6521079.995501249,1338.00,2.90
"Lions Bay, British Columbia",-13718668.954941576,6352951.8890176695,1334,526.5
"L'Isle-aux-Allumettes, Quebec",-8579025.801117975,5759013.473167141,1334,7.2
"Emo, Ontario",-10445475.175452476,6212867.5894863345,1333,6.6
"Sainte-Brigide-d'Iberville, Quebec",-8133747.837944882,5671517.978835232,1331,18.7
"Les Éboulements, Quebec",-7827619.238263379,6021320.836273657,1331,8.5
"Dunsmuir, British Columbia",-13867870.468451802,6337809.067004697,1330.00,62.30
"Pointe-aux-Outardes, Quebec",-7617960.109303328,6283349.610269985,1330,17.8
"Smooth Rock Falls, Ontario",-9087377.38777454,6323068.906281669,1330,6.6
"Oxbow, Saskatchewan",-11373145.020029144,6314540.636662663,1328,412.6
"Telkwa, British Columbia",-14143141.305285407,7303319.201485148,1327,191.9
"Gjoa Haven, Nunavut",-10674559.555555955,10641331.889613312,1324.00,46.50
"Sainte-Barbe, Quebec",-8259906.216860899,5647803.278083921,1324,33.0
"Mayerthorpe, Alberta",-12816613.725196442,7160749.322183318,1320,302.2
"Saint-Louis-du-Ha! Ha!, Quebec",-7678818.474920012,6052129.136259906,1318,11.7
"Powerview-Pine Falls, Manitoba",-10708723.507280411,6544897.775733945,1316.00,262.00
"Baie Verte, Newfoundland and Labrador",-6254296.347085727,6431862.226550234,1313,3.5
"Saint-Édouard, Quebec",-8183841.608801855,5658324.878150871,1312,24.8
"Charlo, New Brunswick",-7382708.629409903,6106854.834885075,1310,41.9
"Hillsborough, New Brunswick",-7209629.085124521,5765170.446521556,1308.00,4.30
"Bruederheim, Alberta",-12571065.192404639,7133160.9831221355,1308,183.8
"Burgeo, Newfoundland and Labrador",-6415709.608735973,6040565.208780057,1307,41.70
"Wadena, Saskatchewan",-11555118.991628908,6790331.32589802,1306,449.5
"Richmond, New Brunswick",-7539090.250076295,5792793.406964386,1303.00,5.00
"Swan Hills, Alberta",-12847749.786771322,7305900.848852326,1301,49.8
"Wilkie, Saskatchewan",-12100428.649228837,6875823.704553703,1301,137.3
"Saint-Léonard, New Brunswick",-7561376.412133107,5968638.661473664,1300,249.2
"Rivière-Bleue, Quebec",-7686610.839275539,6013088.687198813,1299,7.5
"Noyan, Quebec",-8159718.675146952,5632028.155235216,1297,29.0
"Ile-à-la-Crosse, Saskatchewan",-12009514.021097971,7449696.34934758,1296,54.4
"Landmark, Manitoba",-10777719.327674082,6389509.794869197,1292.00,433.40
"Saint-Hugues, Quebec",-8111483.939786227,5748356.801602935,1292,15.4
"Chisholm, Ontario",-8820210.609870683,5796388.797364682,1291,6.2
"Sainte-Anne-du-Sault, Quebec",-8030755.045062944,5808164.292058998,1290.00,21.60
"La Conception, Quebec",-8315565.962257537,5804419.495079224,1287,9.9
"Saint-Valère, Quebec",-8026135.286195024,5791044.392219891,1286,11.9
"Sorrento, British Columbia",-13300252.384896899,6600659.102627955,1285.00,108.30
"Lamèque, New Brunswick",-7197161.3021556735,6072403.391228674,1285,102.8
"Thessalon, Ontario",-9300743.455778006,5820502.805563706,1279,284.6
"L'Isle-aux-Coudres, Quebec",-7835033.116350212,6007610.414387713,1279,42.5
"Nobleford, Alberta",-12585013.524601035,6425899.894635939,1278,802.6
"Larouche, Quebec",-7961202.627215307,6182047.999176792,1277,15.1
"South Qu'Appelle No. 157, Saskatchewan",-11578796.647320636,6540132.228258244,1275.00,1.40
"Elton, Manitoba",-11117010.0036629,6441947.406571053,1273.00,2.20
"Lorrainville, Quebec",-8831888.024454897,6001248.121486914,1272.00,14.50
"Conestogo, Ontario",-8961185.613011284,5395159.547530335,1270.00,595.50
"Upham, New Brunswick",-7309438.140569771,5701901.048385685,1269.00,6.70
"St.-Charles, Ontario",-8955619.638471622,5835357.619385803,1269.00,3.90
"Sainte-Lucie-des-Laurentides, Quebec",-8257679.827045034,5801206.341252477,1269,11.1
"Saint-Alexis, Quebec",-8194973.557881181,5769666.933528031,1267,29.2
"Gillam, Manitoba",-10542824.070151195,7627846.132450158,1265,0.6
"Roxton Falls, Quebec",-8072522.118008581,5711182.411310465,1265,259.1
"Montcalm, Manitoba",-10834136.045608113,6305033.273741472,1260.00,2.70
"Clarendon, Quebec",-8517800.081181675,5724437.781233704,1256,3.8
"Mervin No. 499, Saskatchewan",-12120043.14350661,7084545.052687283,1256.00,0.80
"Saint-Ludger, Quebec",-7870287.999084442,5740376.655556497,1255,9.8
"Coldwell, Manitoba",-10913952.12050689,6557666.173409106,1254.00,1.40
"Saint-Arsène, Quebec",-7729279.600096602,6093007.854285928,1253,17.7
"Racine, Quebec",-8042833.209814015,5700582.732404122,1252,11.8
"Saint-Majorique-de-Grantham, Quebec",-8079935.996095413,5769666.933528031,1251,21.6
"Saint-Zénon, Quebec",-8217237.456039837,5868929.46316788,1250,2.7
"Saint-Armand, Quebec",-8131888.802448634,5626765.4139764365,1248,15.1
"Saint-Édouard-de-Lotbinière, Quebec",-7996446.378000458,5871633.060633663,1248,12.7
"Alonsa, Manitoba",-11029490.620001229,6617650.629864801,1247.00,0.40
"Listuguj, Quebec",-7430475.8229092965,6116992.411599965,1241.00,28.00
"Bowden, Alberta",-12693271.729397494,6787586.758368022,1240,442.8
"St. Joseph, Ontario",-9350837.226634981,5823191.574167613,1240,9.3
"Osler, Saskatchewan",-11859978.549115367,6867304.686766676,1237,796.5
"Saint-Hubert-de-Rivière-du-Loup, Quebec",-7697742.788354869,6076414.240896179,1235,6.4
"Saint-Jude, Quebec",-8124463.7924127225,5743041.228661072,1235,16.0
"Dildo, Newfoundland and Labrador",-5960835.905456499,6035366.489332168,1234.00,152.00
"La Minerve, Quebec",-8341536.799459606,5820502.805563706,1234,4.4
"Lanigan, Saskatchewan",-11692253.472337142,6773048.83963686,1233,165.20
"Lajord No. 128, Saskatchewan",-11605134.838842325,6480375.981127808,1232.00,1.30
"Moonbeam, Ontario",-9144896.168667424,6334459.091033018,1231,5.2
"Notre-Dame-des-Pins, Quebec",-7872147.03458069,5809771.987633488,1227,51.2
"Saint-Alban, Quebec",-8024276.250698776,5895954.277904,1225,8.2
"Saint-Pierre-les-Becquets, Quebec",-8037267.235274351,5860839.829947802,1223,25.6
"Arborg, Manitoba",-10822280.51983863,6604947.825251623,1222,611.0
"Vauxhall, Alberta",-12478636.619198984,6458216.668543372,1222,449.4
"Bayfield, Ontario",-9094613.154676102,5397832.174825926,1218.00,439.90
"Beaver River, Saskatchewan",-12195885.11258407,7237314.867534143,1216.00,0.50
"Irricana, Alberta",-12647074.140718287,6677898.486420403,1216,376.1
"Labrecque, Quebec",-7963050.530762476,6218495.428256901,1215,7.9
"New Bandon, New Brunswick",-7268049.553892832,6055634.413644874,1214.00,3.40
"Wemotaci, Quebec",-8213953.531061435,6093871.598725573,1213.00,38.50
"Sainte-Hénédine, Quebec",-7901824.810826177,5868929.46316788,1212,23.6
"L'Anse-Saint-Jean, Quebec",-7814628.2536878055,6145755.776039982,1208,2.4
"Bassano, Alberta",-12519735.77519986,6583051.148039178,1206,231.2
"Parrsboro, Nova Scotia",-7161316.42612024,5684682.949234462,1205.00,81.40
"Kaleden, British Columbia",-13313310.16116695,6341741.864924461,1203.00,278.70
"St. George's, Newfoundland and Labrador",-6509718.918710894,6178272.581770835,1203,46.60
"Fort Simpson, Northwest Territories",-13505269.49109087,8813806.321862418,1202.00,15.30
"Akwesasne, Quebec",-8301862.532940883,5623961.974115847,1202.00,48.40
"L’Avenir, Quebec",-8048399.1843536785,5743041.228661072,1202,12.4
"Ignace, Ontario",-10204290.36669977,6345864.729342867,1202,16.5
"Claremont, Ontario",-8808889.417657007,5461434.973107304,1202.00,567.50
"Teulon, Manitoba",-10827056.12599366,6513359.636208059,1201,372.3
"Peel, New Brunswick",-7517160.310390019,5845619.146108577,1196.00,10.60
"Musquash, New Brunswick",-7386204.061420811,5650472.007846277,1194.00,5.10
"Notre-Dame-du-Portage, Quebec",-7749695.594708088,6068129.41799601,1193,29.9
"St. Lawrence, Newfoundland and Labrador",-6166298.289613645,5929742.946611545,1192,33.6
"Oxford, Nova Scotia",-7110343.231286001,5737282.284020564,1190,110.6
"Minto-Odanah, Manitoba",-11110308.570317144,6488048.257716828,1189.00,1.60
"St. Alban's, Newfoundland and Labrador",-6216236.213183506,6086134.214288427,1186,56.90
"Saint James, New Brunswick",-7496555.072644183,5681893.085905334,1186.00,2.10
"Saint-Norbert-d'Arthabaska, Quebec",-7994598.47445329,5796388.797364682,1185,11.4
"Manning, Alberta",-13094200.00743855,7742602.079502542,1183,291.9
"Glenella-Lansdowne, Manitoba",-11043973.285753433,6518686.263218779,1181.00,0.90
"Saint-Hilarion, Quebec",-7836892.15184646,6035069.5141081745,1181,11.9
"Saint-Siméon, Quebec",-7298851.65699533,6117958.5203139195,1179,20.9
"Saint-Barnabé, Quebec",-8113331.843333396,5844682.851056053,1179,20.0
"Sainte-Félicité, Quebec",-7495508.669430726,6257910.488744537,1175,12.9
"Two Borders, Manitoba",-11255780.880885793,6320253.622030668,1175.00,0.50
"Queensbury, New Brunswick",-7465441.274967464,5779035.261867222,1174.00,3.90
"Bury, Quebec",-7959343.591719061,5695295.538070954,1174,4.9
"Lac-Bouchette, Quebec",-8035040.845458488,6148547.16096017,1174,1.3
"Saint-Lazare-de-Bellechasse, Quebec",-7881419.948163768,5885131.11649027,1172,13.6
"Saint-Michel-du-Squatec, Quebec",-7649875.407313759,6086914.2785902405,1171,3.2
"Saint-Joachim-de-Shefford, Quebec",-8074370.02155575,5692645.178123244,1171,9.2
"St-Pierre-Jolys, Manitoba",-10796254.02289116,6349904.01954477,1170,440.5
"Grand-Remous, Quebec",-8449149.351209465,5879732.6441278355,1168,3.3
"Saint-Gabriel-de-Rimouski, Quebec",-7589662.694743679,6177165.4430874735,1167.00,9.20
"Armstrong, Ontario",-8886078.352573063,6058462.821959019,1166,12.9
"Rogersville, New Brunswick",-7282153.73337634,5895954.277904,1166,161.9
"Langenburg, Saskatchewan",-11321192.213675924,6591859.227158039,1165,337.10
"Sainte-Marie-Salomé, Quebec",-8181982.573305607,5769666.933528031,1164,34.5
"Moose Jaw No. 161, Saskatchewan",-11745219.28605658,6523404.500452108,1163.00,1.50
"Saint-Cyprien, Quebec",-7682903.900232124,6090234.492705669,1163,8.4
"Maidstone, Saskatchewan",-12166552.426760042,7000033.594276294,1156,233.5
"Très-Saint-Sacrement, Quebec",-8220944.395083253,5650424.627039407,1155,11.7
"Battle River No. 438, Saskatchewan",-12072064.44297471,6934001.044574072,1154.00,1.10
"Miltonvale Park, Prince Edward Island",-7039510.639294242,5831456.211780239,1153,32.40
"McAdam, New Brunswick",-7494673.773249778,5715588.075347492,1151,80.6
"Saints-Anges, Quebec",-7890692.861746849,5847379.004461812,1149,16.6
"Saint-Urbain-Premier, Quebec",-8207586.056188061,5656222.733272442,1148,21.6
"Centreville-Wareham-Trinity, Newfoundland and Labrador",-6000888.658243919,6272808.526506242,1147,30.8
"Alberton, Prince Edward Island",-7131872.42080542,5912206.001213328,1145,253.5
"Winnipeg Beach, Manitoba",-10795118.56408507,6534336.683076421,1145,295.9
"Sainte-Agathe-de-Lotbinière, Quebec",-7950070.678135981,5841987.5227455245,1145,6.9
"Salmo, British Columbia",-13055304.97735538,6307877.54254485,1141,466.2
"Kipling, Saskatchewan",-11424986.506891571,6463872.443762395,1140,396.50
"Sagamok, Ontario",-9151263.643540798,5804885.499294016,1140.00,11.60
"Trécesson, Quebec",-8718175.164609568,6215681.042900641,1138,5.8
"Tara, Ontario",-9032964.420674788,5539917.055802896,1138.00,470.30
"Grande-Vallée, Quebec",-7250605.789685526,6311711.160034913,1137,7.9
"Bertrand, New Brunswick",-7243403.418631202,6067384.174709595,1137,24.5
"Newcastle, New Brunswick",-7297560.350902127,5970276.056211169,1136.00,2.00
"Mont-Carmel, Quebec",-7776623.77953098,6014141.965538787,1136,2.7
"Saint Martins, New Brunswick",-7284691.817766425,5693644.922308183,1132.00,1.80
"Saint-Eugène, Quebec",-8092926.9806709895,5748356.801602935,1131,14.9
"Notre-Dame-des-Neiges, Quebec",-7699601.823851115,6126291.562296487,1129,12.0
"Saint-André, New Brunswick",-7541272.112095842,5964824.727017745,1129.00,8.80
"Centreville, Nova Scotia",-7182600.712759915,5642010.596112313,1129.00,477.50
"Roland, Manitoba",-10898144.752814244,6335262.279915726,1129.00,2.30
"Saint-Léon-de-Standon, Quebec",-7861015.085501362,5858139.5499618,1128,8.2
"Saint-Modeste, Quebec",-7725572.661053186,6079166.565937235,1128,10.3
"Carnduff, Saskatchewan",-11330431.731411763,6303245.452371655,1126,498.2
"Carling, Ontario",-8929682.197116788,5689995.6027905,1125,4.5
"Eckville, Alberta",-12730652.814405875,6865882.688130688,1125,703.3
"Nain, Newfoundland and Labrador",-6867611.081611267,7667118.2988578435,1125,11.9
"Hillsburgh, Ontario",-8920631.922515295,5433217.39720122,1124.00,384.90
"Foam Lake, Saskatchewan",-11525274.23614723,6737086.695502411,1123,189.4
"Sainte-Sabine, Quebec",-8128181.863405218,5658324.878150871,1120,20.3
"Saint-Maxime-du-Mont-Louis, Quebec",-7317397.48416149,6314540.636662663,1118,4.8
"Blanc-Sablon, Quebec",-6360049.863339337,6695336.777942149,1118,4.5
"Cobalt, Ontario",-8870304.380727656,6007610.414387713,1118,776.0
"Gravelbourg, Saskatchewan",-11861648.341477267,6424483.38745852,1116,346.0
"South River, Ontario",-8835984.581716089,5755017.72181453,1114,268.3
"Hudson Bay No. 394, Saskatchewan",-11389342.005939566,6988456.487213773,1114.00,0.10
"McKellar, Ontario",-8888861.339842893,5697930.805863978,1111,6.1
"Frelighsburg, Quebec",-8105238.916352724,5628781.909724788,1111.00,9.00
"Buffalo Narrows, Saskatchewan",-12080880.946645537,7533948.8552353,1110,16.2
"Ayer’s Cliff, Quebec",-8020569.31165536,5647803.278083921,1109,197.9
"Les Méchins, Quebec",-7456546.847653082,6274861.394006577,1107,2.5
"Sainte-Marguerite, Quebec",-7896258.836286512,5863540.939439467,1107,12.9
"Saint-Claude, Quebec",-8013144.301619449,5727097.591604395,1106,9.3
"Air Ronge, Saskatchewan",-11725482.340338934,7378808.280437198,1106,184.3
"Chipman, New Brunswick",-7334173.331424036,5807794.563428795,1104,58.0
"Girardville, Quebec",-8076229.057051998,6274861.394006577,1100,8.9
"Saint-Bruno-de-Guigues, Quebec",-8842474.508029338,6018586.894572527,1100,8.8
"Grenfell, Saskatchewan",-11456634.638124099,6518756.143400145,1099,347.0
"Dorchester, New Brunswick",-7181899.399967916,5764594.548634187,1096,189.3
"South Algonquin, Ontario",-8685580.817705298,5700058.636670713,1096,1.3
"Windermere, British Columbia",-12912482.07066761,6530801.820552451,1092.00,104.00
"Saint-Narcisse-de-Beaurivage, Quebec",-7929654.683524495,5858139.5499618,1091,17.6
"Saint-René-de-Matane, Quebec",-7501074.643970391,6224110.131660086,1089,4.3
"Sainte-Jeanne-d'Arc, Quebec",-8025456.237301187,6250716.624142447,1089,4.0
"Plaisance, Quebec",-8361952.794071093,5719136.453741681,1088,30.1
"Roxton-Sud, Quebec",-8073613.049018355,5708861.1666519325,1086.00,7.30
"St. Louis No. 431, Saskatchewan",-11776188.36839527,6951190.460663791,1086.00,1.40
"Youbou, British Columbia",-13822886.262222238,6250496.672822203,1086.00,122.80
"Duchess, Alberta",-12456651.019767314,6574252.482862963,1085,553.4
"Saint-Frédéric, Quebec",-7899976.907279008,5828555.457219464,1085,14.9
"Viking, Alberta",-12442947.590450661,7000645.3326715,1083,292.5
"Sioux Narrows-Nestor Falls, Ontario",-10472937.693831177,6343007.59142878,1082,0.5
"Whitecourt, Alberta",-12877806.049285505,7197038.384192581,1082,386.0
"Repulse Bay, Nunavut",-9608942.597988265,10032605.370375393,1082.00,2.60
"Montréal-Est, Quebec",-8184208.963121472,5721253.42297186,1082,299.4
"King, Ontario",-8861521.272904066,5472610.012846312,1082,73.6
"Regina Beach, Saskatchewan",-11687433.338385792,6584230.883836634,1081,462.4
"Saint-Patrice-de-Beaurivage, Quebec",-7929654.683524495,5847379.004461812,1080,12.6
"Ootischenia, British Columbia",-13094767.736841595,6324485.435693838,1080.00,135.40
"Hensall, Ontario",-9072983.77761497,5378342.769469375,1078.00,569.00
"Bentley, Alberta",-12695987.92497285,6884954.715229664,1078,482.2
"Durham, New Brunswick",-7356537.4171244055,6067533.218209358,1076.00,2.60
"Sainte-Marthe, Quebec",-8271038.165940226,5684714.657219866,1075,13.5
"Notre-Dame-du-Nord, Quebec",-8848040.482569002,6040565.208780057,1075,14.3
"Pinehouse, Saskatchewan",-11866501.871275853,7462190.299271082,1074,142.9
"Saint-Aimé-des-Lacs, Quebec",-7825760.202767132,6054328.035282936,1073,11.6
"Lac-Drolet, Quebec",-7886985.922703432,5735591.998994711,1071,8.6
"Preeceville, Saskatchewan",-11428871.557120256,6792534.8754137475,1070,0.7
"Maple Creek No. 111, Saskatchewan",-12206271.221075082,6412470.023753984,1068.00,0.30
"Harbour Main-Chapel's Cove-Lakeview, Newfoundland and Labrador",-5916163.393801159,6013154.51334204,1067,50.6
"Saint-Wenceslas, Quebec",-8052106.123397095,5807103.373113179,1064,13.3
"Weyburn No. 67, Saskatchewan",-11558837.062621403,6386482.992930464,1064.00,1.30
"Birch Hills, Saskatchewan",-11736781.26865445,6979909.469599934,1064,468.4
"Wedgeport, Nova Scotia",-7344826.606692951,5424108.020155888,1061.00,109.30
"Kerrobert, Saskatchewan",-12147984.335695723,6785673.333785047,1061,141.7
"Havelock, New Brunswick",-7279014.523735967,5772708.553981313,1061.00,3.00
"Eston, Saskatchewan",-12105994.623768501,6647869.99951146,1061,390.3
"Sainte-Geneviève-de-Batiscan, Quebec",-8052106.123397095,5866226.697424005,1060,10.8
"Saint-Justin, Quebec",-8135595.741492049,5820502.805563706,1060,13.5
"Saint-Norbert, Quebec",-8161577.7106432,5807103.373113179,1059,14.1
"Schreiber, Ontario",-9714484.607209366,6243816.258084807,1059,28.8
"Trochu, Alberta",-12605017.637096588,6768292.701275665,1058,381.1
"Botsford, New Brunswick",-7122265.548749961,5798716.949452873,1058.00,3.50
"Riviere-Ouelle, Quebec",-7794223.391025398,6013088.687198813,1058,18.6
"Greenwich, New Brunswick",-7360767.557774549,5702361.7106379,1058.00,9.20
"Stukely-Sud, Quebec",-8061390.168929255,5671517.978835232,1058,15.8
"Saint-Georges-de-Clarenceville, Quebec",-8154152.700607289,5632028.155235216,1056,16.6
"Sainte-Thérèse-de-Gaspé, Quebec",-7170834.242583066,6176460.975132279,1055,31.5
"Beachburg, Ontario",-8555559.652458755,5737234.441354543,1054.00,242.80
"Desbiens, Quebec",-8009437.362576034,6176460.975132279,1053,101.1
"Clyde River, Nunavut",-7623403.63240312,11221177.55681773,1053.00,9.90
"La Macaza, Quebec",-8322990.972293447,5839309.1510988185,1053,6.5
"Souris, Prince Edward Island",-6930105.843742612,5837486.387786795,1053,303.7
"Kindersley No. 290, Saskatchewan",-12144722.67461548,6708323.787369785,1049.00,0.50
"Laird, Ontario",-9358262.23667089,5841987.5227455245,1047,10.2
"Falher, Alberta",-13046800.168258773,7506276.502134994,1047,376.4
"Saint-Vallier, Quebec",-7883278.983660016,5923046.421536906,1046,23.4
"Coleraine, Quebec",-7945250.544184633,5774726.203668184,1043.00,249.90
"Melita, Manitoba",-11242801.0282593,6320475.398133239,1042,342.7
"Noonan, New Brunswick",-7401276.720474222,5773044.797069998,1042.00,13.70
"Sainte-Pétronille, Quebec",-7918522.734445168,5917624.531129298,1041,227.2
"Delisle, Saskatchewan",-11926024.403003016,6786648.040787506,1038,310.2
"Bristol, Quebec",-8512234.106642013,5705873.054657281,1036,5.0
"Mahone Bay, Nova Scotia",-7166960.324303459,5535175.340069725,1036,332.1
"Waldheim, Saskatchewan",-11868516.75405921,6918517.993287871,1035,525.5
"Saint-Sylvestre, Quebec",-7929654.683524495,5839309.1510988185,1035,7.1
"Taloyoak, Nunavut",-10408060.694596859,10925528.402609333,1029.00,27.30
"Onoway, Alberta",-12712474.341559334,7113750.22116753,1029,310.3
"Saint-Stanislas, Quebec",-8059531.133433008,5879732.6441278355,1029,11.5
"Malpeque, Prince Edward Island",-7087344.624488111,5860839.829947802,1029,8.1
"Plantagenet, Ontario",-8348472.003736027,5705682.358023546,1027.00,260.50
"Longue-Rive, Quebec",-7708874.737434195,6198847.904540942,1026,3.3
"Argyle, Manitoba",-11037394.30384755,6337826.162142804,1025,1.3
"Davidson, Saskatchewan",-11796159.085043583,6668606.147011,1025,228.4
"Plaster Rock, New Brunswick",-7501074.643970391,5923046.421536906,1023,336.1
"Wilmot, New Brunswick",-7537431.589663475,5836018.772714752,1022.00,5.30
"Valemount, British Columbia",-13276619.257001488,6951319.42867326,1021.00,197.60
"Saint-Léonard-de-Portneuf, Quebec",-8005730.423532618,5923046.421536906,1019,7.2
"Alberta Beach, Alberta",-12729383.772210833,7109163.364561869,1018,507.1
"Saint-Narcisse-de-Rimouski, Quebec",-7617592.754983711,6153563.915440912,1017,6.2
"Saint-Bonaventure, Quebec",-8091067.945174742,5775014.476796594,1017,12.9
"Longlaketon No. 219, Saskatchewan",-11654182.206485841,6610439.951679488,1016.00,1.00
"Papineau-Cameron, Ontario",-8764550.864474045,5828555.457219464,1016,1.8
"Assiginack, Ontario",-9105934.346889777,5737712.879579124,1013,4.5
"Brébeuf, Quebec",-8311859.02321412,5791044.392219891,1012,27.9
"Hudson Hope, British Columbia",-13570480.448797569,7564708.895863443,1012,1.1
"Prince, Ontario",-9406496.972031616,5866226.697424005,1010,11.8
"Baie-du-Febvre, Quebec",-8095153.370486855,5801206.341252477,1010,10.4
"Durham-Sud, Quebec",-8052106.123397095,5727097.591604395,1008,10.8
"Melbourne, Quebec",-8033927.650550554,5713297.4949822435,1004,5.8
"Nipawin No. 487, Saskatchewan",-11583282.822799604,7036467.442484595,1004.00,1.10
"Duck Lake No. 463, Saskatchewan",-11823120.665713713,6975528.507303662,1004.00,1.00
"Oyen, Alberta",-12297898.293947024,6683831.883734747,1001,189.6
